writing_id,sentence_id,text,expected,annotation,tokenize,word_length,no_edit
7,14,มนุษย์ก็เปรียบเสมือนภักษการ ถ้วยชามก็เปรียบเสมือนบุคลิกภาพ,มนุษย์ก็เปรียบเสมือนคนปรุงอาหาร ถ้วยชามก็เปรียบเสมือนบุคลิกภาพ,,"['มนุษย์', 'ก็', 'เปรียบเสมือน', 'ภักษการ', ' ', 'ถ้วยชาม', 'ก็', 'เปรียบเสมือน', 'บุคลิกภาพ']",9,0
307,0,เขาเก็บเงินทุกเดือนเพื่อไปท่องเที่ยวต่างประเทศ,เขาเก็บเงินทุกเดือนเพื่อไปเที่ยวต่างประเทศ,เขาเก็บเงินทุกเดือนเพื่อไป{ท่องเที่ยว=>เที่ยว:::Fluency}ต่างประเทศ,"['เขา', 'เก็บ', 'เงิน', 'ทุก', 'เดือน', 'เพื่อ', 'ไป', 'ท่องเที่ยว', 'ต่างประเทศ']",9,0
204,7,คนชราต้องเอาใจใส่สุขภา,คนชราต้องเอาใจใส่สุขภาพ,คนชราต้องเอาใจใส่{สุขภา=>สุขภาพ:::Spelling},"['คนชรา', 'ต้อง', 'เอาใจใส่', 'สุข', 'ภา']",5,0
272,12,นอกจากนี้ การบริหารความปลอดภัยทางทะเล (MSA) ควรจะสถิติ เรือของชาวประมงก่อนเจอไต้ฝุ่น หามออกทะเล,นอกจากนี้ สมาคมบริหารความปลอดภัยทางทะเล (MSA) ก็ควรจะแจ้งเตือนเรือของชาวประมงว่าก่อนที่พายุไต้ฝุ่นจะเข้า ห้ามเดินทางออกทะเล,นอกจากนี้ {การ=>สมาคม:::Fluency}บริหารความปลอดภัยทางทะเล (MSA) {=>ก็:::Fluency}ควรจะ{สถิติ=>แจ้งเตือน:::Fluency}{ =>:::Punctuation}เรือของชาวประมง{=>ว่า:::Grammar}ก่อน{เจอ=>ที่:::Fluency}{=>พายุ:::Fluency}ไต้ฝุ่น{=>จะเข้า:::Fluency} {หาม=>ห้าม:::Spelling}{=>เดินทาง:::Fluency}ออกทะเล,"['นอกจากนี้', ' ', 'การบริหาร', 'ความปลอดภัย', 'ทางทะเล', ' ', '(MSA)', ' ', 'ควรจะ', 'สถิติ', ' ', 'เรือ', 'ของ', 'ชาวประมง', 'ก่อน', 'เจอ', 'ไต้ฝุ่น', ' ', 'หา', 'มอ', 'อกทะเล']",21,0
127,16,เหตุผล ดังกล่าวผมคิดว่าการพัฒนาต่างจังหวัดเป็นสิ่งสำคัญที่สุด ถ้าต่างจังหวัดพัฒนามากขึ้น,เหตุผลดังกล่าวผมคิดว่าการพัฒนาต่างจังหวัดเป็นสิ่งสำคัญที่สุด ถ้าต่างจังหวัดพัฒนามากขึ้น,,"['เหตุผล', ' ', 'ดังกล่าว', 'ผม', 'คิด', 'ว่า', 'การพัฒนา', 'ต่างจังหวัด', 'เป็น', 'สิ่ง', 'สำคัญ', 'ที่สุด', ' ', 'ถ้า', 'ต่างจังหวัด', 'พัฒนา', 'มากขึ้น']",17,0
344,3,เสื้อของเขาสวยมากแต่แพง,เสื้อของเขาสวยมากแต่แพง,เสื้อของเขาสวยมากแต่แพง,"['เสื้อ', 'ของ', 'เขา', 'สวย', 'มาก', 'แต่', 'แพง']",7,1
218,5,เวลา ๐๙ วันคนที่เข้างานเทศกาลจะ รับประทานอาหารไร้เนื้อสัตว์และผักฉุน เช่นกระเทียม หัวหอม หลักเกียว ฯลฯ,ตลอดระยะเวลา ๙ วัน คนที่เข้าร่วมงานเทศกาลจะรับประทานอาหารไร้เนื้อสัตว์และผักฉุน เช่น กระเทียม หัวหอม หลักเกียว ฯลฯ,{=>ตลอดระยะ:::Fluency}เวลา {๐๙=>๙:::Fluency} วัน{=> :::Punctuation}คนที่{เข้า=>เข้าร่วม::Fluency}งานเทศกาลจะ{ =>:::Punctuation}รับประทานอาหารไร้เนื้อสัตว์และผักฉุน เช่น{ =>:::Punctuation}กระเทียม หัวหอม หลักเกียว ฯลฯ,"['เวลา', ' ', '๐๙', ' ', 'วัน', 'คน', 'ที่', 'เข้า', 'งานเทศกาล', 'จะ', ' ', 'รับประทาน', 'อาหาร', 'ไร้', 'เนื้อสัตว์', 'และ', 'ผัก', 'ฉุน', ' ', 'เช่น', 'กระเทียม', ' ', 'หัวหอม', ' ', 'หลัก', 'เกีย', 'ว', ' ', 'ฯลฯ']",29,0
136,7,ฉันชอบกินผักทั้งสิ้น,ฉันชอบกินผักทุกชนิด,ฉันชอบกินผัก{ทั้งสิ้น=>ทุกชนิด:::correction_tag},"['ฉัน', 'ชอบ', 'กิน', 'ผัก', 'ทั้งสิ้น']",5,0
8,4,เรื่องที่สัมมาคาระ,รวมถึงเรื่องสัมมาคารวะ,{=>รวมถึง:::Fluency}เรื่อง{ที่=>:::Grammar}{สัมมาคาระ=>สัมมาคารวะ:::Spelling},"['เรื่อง', 'ที่', 'สัมมา', 'คา', 'ระ']",5,0
346,5,A: ผักไม่อร่อยเลย B: ไม่ใช่ อร่อยออก,A: ผักไม่อร่อยเลย B: ไม่ใช่ อร่อยออก,A: ผักไม่อร่อยเลย B: ไม่ใช่ อร่อยออก,"['A', ':', ' ', 'ผัก', 'ไม่', 'อร่อย', 'เลย', ' ', 'B', ':', ' ', 'ไม่', 'ใช่', ' ', 'อร่อย', 'ออก']",16,1
22,24,ค่าไฟฟ้าแพงมาก,ค่าไฟฟ้าแพงมาก,ค่าไฟฟ้าแพงมาก,"['ค่าไฟฟ้า', 'แพง', 'มาก']",3,1
111,6,ฉันไปเที่ยวเชียงรายขณะที่นักเรียนคนอื่นเรียน,ฉันไปเที่ยวเชียงรายขณะที่นักเรียนคนอื่นเรียน,ฉันไปเที่ยวเชียงรายขณะที่นักเรียนคนอื่นเรียน,"['ฉัน', 'ไปเที่ยว', 'เชียงราย', 'ขณะที่', 'นักเรียน', 'คนอื่น', 'เรียน']",7,1
279,2,โอเค กินอะไโ ก็ได้ ยกเว้น อาหาร เกาหลี,โอเค กินอะไรก็ได้ ยกเว้นอาหารเกาหลี,โอเค กิน{อะไโ=>อะไร:::Spelling}{ =>:::Punctuation}ก็ได้ ยกเว้น{ =>:::Punctuation}อาหาร{ =>:::Punctuation}เกาหลี,"['โอเค', ' ', 'กิน', 'อะ', 'ไโ', ' ', 'ก็ได้', ' ', 'ยกเว้น', ' ', 'อาหาร', ' ', 'เกาหลี']",13,0
308,3,ห้องนี้สำหรับพักผ่อนของคนขับรถ,ห้องนี้เป็นห้องพักผ่อนของคนขับรถ,ห้องนี้{สำหรับ=>เป็นห้อง:::Fluency}พักผ่อนของคนขับรถ,"['ห้อง', 'นี้', 'สำหรับ', 'พักผ่อน', 'ของ', 'คนขับรถ']",6,0
35,17,เขาเป็นแบบอย่างที่ดีของเรา,เขาเป็นแบบอย่างที่ดีของเรา,เขาเป็นแบบอย่างที่ดีของเรา,"['เขา', 'เป็น', 'แบบอย่าง', 'ที่', 'ดี', 'ของ', 'เรา']",7,1
116,3,เพราะมีปวดจากบาดแผลที่ขา,เพราะปวดแผลที่ขา,,"['เพราะ', 'มี', 'ปวด', 'จาก', 'บาดแผล', 'ที่', 'ขา']",7,0
137,6,ฉันชอบกินผลไม้ต่าง ๆ เช่น แตงโม ฝรั่ง และสตรอเบอร์รี่เป็นต้น,ฉันชอบกินผลไม้ต่าง ๆ เช่น แตงโม ฝรั่ง และสตรอเบอร์รี่ เป็นต้น,ฉันชอบกินผลไม้ต่าง ๆ เช่น แตงโม ฝรั่ง และสตรอเบอร์รี่{=> :::Punctuation}เป็นต้น,"['ฉัน', 'ชอบ', 'กิน', 'ผลไม้', 'ต่าง ๆ', ' ', 'เช่น', ' ', 'แตงโม', ' ', 'ฝรั่ง', ' ', 'และ', 'สตรอเบอร์รี่', 'เป็นต้น']",15,0
148,6,ผมงว่งมาก,ผมง่วงมาก,ผม{งว่ง=>ง่วง:::correction_tag}มาก,"['ผม', 'งว่ง', 'มาก']",3,0
319,3,ผมอยากผูดเก่งเหมือนเขา,ผมอยากพูดเก่งแบบเขา,ผมอยาก{ผูด=>พูด:::Spelling}เก่ง{เหมือน=>แบบ:::Fluency}เขา,"['ผม', 'อยาก', 'ผูด', 'เก่ง', 'เหมือน', 'เขา']",6,0
257,11,รุ่นหลังอย่างใกล้ ชิด,รุ่นหลังอย่างใกล้ชิด,รุ่นหลังอย่างใกล้{ =>:::Punctuation}ชิด,"['รุ่นหลัง', 'อย่าง', 'ใกล้', ' ', 'ชิด']",5,0
62,7,เราต้องเสียสละเพื่อประเทศเอง ทำให้ประเทศพัฒนาดีขึ้นในอนาคต,เราต้องเสียสละเพื่อประเทศตนเอง ทำให้ประเทศพัฒนาขึ้นในอนาคต,เราต้องเสียสละเพื่อประเทศ{เอง=>ตนเอง:::Fluency} ทำให้ประเทศพัฒนา{ดี=>:::Fluency}ขึ้นในอนาคต,"['เรา', 'ต้อง', 'เสียสละ', 'เพื่อ', 'ประเทศ', 'เอง', ' ', 'ทำให้', 'ประเทศ', 'พัฒนา', 'ดีขึ้น', 'ในอนาคต']",12,0
7,37,แม้ว่้าเราอาจจะไม่เห็นด้วยแต่เราต้องนอบน้อมเพศวิถีแตกต่างเพราะเราไม่มีสิทธิขวางกั้นคนอื่นไม่ให้เขาแสวงความสุขของเขา 2.การเปิดประตูให้คนอื่นรู้จักโลกของเรา,แม้ว่าเราอาจจะไม่เห็นด้วย แต่เราต้องเคารพเพศวิถีที่แตกต่าง เพราะเราไม่มีสิทธิ์ไปขัดขวางคนอื่นไม่ให้เขาแสวงความสุขของเขา 2.การเปิดประตูให้คนอื่นรู้จักโลกของเรา,,"['แม้', 'ว่้า', 'เรา', 'อาจจะ', 'ไม่', 'เห็นด้วย', 'แต่', 'เรา', 'ต้อง', 'นอบน้อม', 'เพศ', 'วิถี', 'แตกต่าง', 'เพราะ', 'เรา', 'ไม่', 'มี', 'สิทธิ', 'ขวางกั้น', 'คนอื่น', 'ไม่', 'ให้', 'เขา', 'แสวง', 'ความสุข', 'ของ', 'เขา', ' ', '2', '.', 'การ', 'เปิด', 'ประตู', 'ให้', 'คนอื่น', 'รู้จัก', 'โลก', 'ของ', 'เรา']",39,0
314,7,ทำเสร็จแล้าเราจะกลับเมือง,เสร็จแล้วเราจะรีบกลับเข้าเมือง,{ทำ=>:::Fluency}เสร็จ{แล้า=>แล้ว:::Spelling}เราจะ{=>รีบ:::Fluency}กลับ{=>เข้า:::Fluency}เมือง,"['ทำ', 'เสร็จ', 'แล้', 'า', 'เรา', 'จะ', 'กลับ', 'เมือง']",8,0
24,8,ตอยนั้นพระยาสุรินทร์ภักดีและคนอื่นๆช่วยให้จับช้างเผือกสำหรับ สมเด็จพระบรมราชาธิราชที่ 3 ก็เลย เชียงปุมได้โปรดเกล้าฯ ให้เป็นหลวงสุรินทรภักดี,ตอนนั้นพระยาสุรินทร์ภักดีและคนอื่น ๆ ก็ช่วยกันจับช้างเผือก สมเด็จพระบรมราชาธิราชที่ 3 ก็เลยโปรดเกล้าฯ เชียงปุมให้ขึ้นเป็นหลวงสุรินทรภักดี,{ตอยนั้น=>ตอนนั้น:::Spelling}พระยาสุรินทร์ภักดีและคนอื่น{=> :::Punctuation}ๆ{=> :::Punctuation}{=>ก็:::Fluency}{ช่วยให้=>ช่วยกัน:::Fluency}จับช้างเผือก{สำหรับ=>:::Grammar} สมเด็จพระบรมราชาธิราชที่ 3 ก็เลย{ =>:::Punctuation}{เชียงปุมได้โปรดเกล้าฯ =>โปรดเกล้าฯ เชียงปุม:::Grammar}ให้{=>ขึ้น:::Fluency}เป็นหลวงสุรินทรภักดี,"['ตอ', 'ย', 'นั้น', 'พระยา', 'สุรินทร์', 'ภักดี', 'และ', 'คนอื่นๆ', 'ช่วย', 'ให้', 'จับ', 'ช้างเผือก', 'สำหรับ', ' ', 'สมเด็จ', 'พระ', 'บรม', 'ราชาธิราช', 'ที่', ' ', '3', ' ', 'ก็', 'เลย', ' ', 'เชียง', 'ปุม', 'ได้', 'โปรดเกล้าฯ', ' ', 'ให้', 'เป็น', 'หลวง', 'สุ', 'ริน', 'ทร', 'ภักดี']",37,0
13,3,ถึงแม้ว่าทุกคนมีโอกาสเป็นนักการเมืองแต่ฉันคิดว่านักการเมืองที่ดีต้องมีคุณสมบัติสามอย่าง,ถึงแม้ว่าทุกคนจะมีโอกาสเป็นนักการเมือง แต่ฉันคิดว่า นักการเมืองที่ดีต้องมีคุณสมบัติสามอย่าง,ถึงแม้ว่าทุกคนจะมีโอกาสเป็นนักการเมือง{=> :::Punctuation}แต่ฉันคิดว่า{=> :::Punctuation}นักการเมืองที่ดีต้องมีคุณสมบัติสามอย่าง,"['ถึงแม้ว่า', 'ทุกคน', 'มีโอกาส', 'เป็น', 'นักการเมือง', 'แต่', 'ฉัน', 'คิด', 'ว่า', 'นักการเมือง', 'ที่', 'ดี', 'ต้อง', 'มี', 'คุณสมบัติ', 'สาม', 'อย่าง']",17,0
27,10,ในสังคมจีนสมัยนี้ คนนิยมมีลูกผู้ชาย จึงทำให้อัตราการเกิดผู้หญิงต่ำกว่าอัตราการเกิดชาย,ในสังคมจีนสมัยนี้ คนนิยมมีลูกผู้ชาย จึงทำให้อัตราการเกิดของผู้หญิงต่ำกว่าอัตราการเกิดของผู้ชาย,ในสังคมจีนสมัยนี้ คนนิยมมีลูกผู้ชาย จึงทำให้อัตราการเกิด{=>ของ:::Fluency}ผู้หญิงต่ำกว่าอัตราการเกิด{=>ของ:::Fluency}{ชาย=>ผู้ชาย:::Fluency},"['ใน', 'สังคม', 'จีน', 'สมัยนี้', ' ', 'คน', 'นิยม', 'มี', 'ลูกผู้ชาย', ' ', 'จึง', 'ทำให้', 'อัตรา', 'การ', 'เกิด', 'ผู้หญิง', 'ต่ำกว่า', 'อัตรา', 'การ', 'เกิด', 'ชาย']",21,0
8,11,และต้องทำงานคนเดียว ภรรยา ไม่ต้องทำงาน แต่ทำงานของบ้าน คือทำอาหาร ทำความ สะอาด และซักผ้า,และต้องทำงานคนเดียว ส่วนภรรยาไม่ต้องทำงาน แต่ต้องทำงานบ้าน คือทำอาหาร ทำความสะอาด และซักผ้า,และต้องทำงานคนเดียว {=>ส่วน:::Grammar}ภรรยา{ =>:::Punctuation}ไม่ต้องทำงาน แต่{=>ต้อง:::Fluency}ทำงาน{ของ=>:::Fluency}บ้าน คือทำอาหาร ทำความ{ =>:::Punctuation}สะอาด และซักผ้า,"['และ', 'ต้อง', 'ทำงาน', 'คนเดียว', ' ', 'ภรรยา', ' ', 'ไม่ต้อง', 'ทำงาน', ' ', 'แต่', 'ทำงาน', 'ของ', 'บ้าน', ' ', 'คือ', 'ทำอาหาร', ' ', 'ทำความ', ' ', 'สะอาด', ' ', 'และ', 'ซักผ้า']",24,0
259,8,ตอนแรกประชาชนเกาหลีเชื่อว่าข่าวนี้เป็นเรื่องจริง แต่นั่นเป็นเรื่องโกหกทั้งหมดแล้วก็ส่งหน่วยกู้ภัยที่ สถานีที่เกิดเหตุก็ช้ามาก,ตอนแรกประชาชนเกาหลีเชื่อว่าข่าวนี้เป็นเรื่องจริง แต่นั่นเป็นเรื่องโกหกทั้งหมด แล้วก็ส่งหน่วยกู้ภัยไปที่สถานที่เกิดเหตุช้ามาก,ตอนแรกประชาชนเกาหลีเชื่อว่าข่าวนี้เป็นเรื่องจริง แต่นั่นเป็นเรื่องโกหกทั้งหมด{=> :::Punctuation}แล้วก็ส่งหน่วยกู้ภัย{=>ไป:::Grammar}ที่{ =>:::Punctuation}สถานีที่เกิดเหตุ{ก็=>:::Fluency}ช้ามาก,"['ตอนแรก', 'ประชาชน', 'เกาหลี', 'เชื่อ', 'ว่า', 'ข่าว', 'นี้', 'เป็น', 'เรื่องจริง', ' ', 'แต่', 'นั่น', 'เป็นเรื่อง', 'โกหก', 'ทั้งหมด', 'แล้วก็', 'ส่ง', 'หน่วยกู้ภัย', 'ที่', ' ', 'สถานี', 'ที่เกิดเหตุ', 'ก็', 'ช้า', 'มาก']",25,0
53,6,สังคมไทยจะอาศัยอยู่ด้วยกันเป็นครอบครัวใหญ่ ซึ่งในสมัยก่อนหากแต่งงานอยู่ด้วยกัน แล้วภรรยาจะต้องเชื่อฟังสามี ต้องทำงานบ้านทุกอย่างเช่นทำอาหาร ซักผ้า เลี้ยงลูก เป็นต้น,สังคมไทยจะอาศัยอยู่ด้วยกันเป็นครอบครัวใหญ่ ซึ่งในสมัยก่อน หากแต่งงานอยู่ด้วยกันแล้วภรรยาจะต้องเชื่อฟังสามี ต้องทำงานบ้านทุกอย่าง เช่น ทำอาหาร ซักผ้า เลี้ยงลูก,สังคมไทยจะอาศัยอยู่ด้วยกันเป็นครอบครัวใหญ่ ซึ่งในสมัยก่อน{=> :::Punctuation}หากแต่งงานอยู่ด้วยกัน{ =>:::Punctuation}แล้วภรรยาจะต้องเชื่อฟังสามี ต้องทำงานบ้านทุกอย่าง{=> :::Punctuation}เช่น{=> :::Punctuation}ทำอาหาร ซักผ้า เลี้ยงลูก {เป็นต้น=>:::Grammar},"['สังคม', 'ไทย', 'จะ', 'อาศัย', 'อยู่', 'ด้วยกัน', 'เป็น', 'ครอบครัว', 'ใหญ่', ' ', 'ซึ่ง', 'ใน', 'สมัยก่อน', 'หาก', 'แต่งงาน', 'อยู่', 'ด้วยกัน', ' ', 'แล้ว', 'ภรรยา', 'จะ', 'ต้อง', 'เชื่อฟัง', 'สามี', ' ', 'ต้อง', 'ทำงานบ้าน', 'ทุก', 'อย่างเช่น', 'ทำอาหาร', ' ', 'ซักผ้า', ' ', 'เลี้ยงลูก', ' ', 'เป็นต้น']",36,0
279,7,พอ เรียนเสร็จ ผม กลับบ้าน ต่อ,พอเรียนเสร็จ ผมจะกลับบ้าน,พอ{ =>:::Punctuation}เรียนเสร็จ ผม{ =>:::Punctuation}{=>จะ:::Fluency}กลับบ้าน{ต่อ=>:::Fluency},"['พอ', ' ', 'เรียน', 'เสร็จ', ' ', 'ผม', ' ', 'กลับบ้าน', ' ', 'ต่อ']",10,0
198,7,เพราะคุณปุ่ของเขาเป็นอัมพาต ผมเห็นบอกว่า เขาเป็นอัมพาตและความจำเสื่อมด้วย,เพราะคุณปู่ของเขาเป็นอัมพาต ผมเห็นเขาบอกว่า เขาเป็นอัมพาตและความจำเสื่อมด้วย,เพราะคุณ{ปุ่=>ปู่:::Spelling}ของเขาเป็นอัมพาต ผมเห็น{=>เขา:::Grammar}บอกว่า เขาเป็นอัมพาตและความจำเสื่อมด้วย,"['เพราะ', 'คุณ', 'ปุ่', 'ของ', 'เขา', 'เป็น', 'อัมพาต', ' ', 'ผม', 'เห็น', 'บอ', 'กว่า', ' ', 'เขา', 'เป็น', 'อัมพาต', 'และ', 'ความจำเสื่อม', 'ด้วย']",19,0
5,12,เขาเป็นครูที่มีความรับผิดชอบ,เขาเป็นครูที่มีความรับผิดชอบ,เขาเป็นครูที่มีความรับผิดชอบ,"['เขา', 'เป็น', 'ครู', 'ที่', 'มี', 'ความรับผิดชอบ']",6,1
309,8,เขาชอบอาหารไทยที่สุด,เขาชอบกินอาหารไทยที่สุด,เขาชอบ{=>กิน:::Fluency}อาหารไทยที่สุด,"['เขา', 'ชอบ', 'อาหาร', 'ไทย', 'ที่สุด']",5,0
66,0,ผมทำงานที่มูลนิธิในเมืองไทย,ผมทำงานที่มูลนิธิในเมืองไทย,ผมทำงานที่มูลนิธิในเมืองไทย,"['ผม', 'ทำงาน', 'ที่', 'มูลนิธิ', 'ใน', 'เมือง', 'ไทย']",7,1
236,2,นอกจากผลโอลิฟว์จะเป็นอาหารแล้ว,นอกจากผลโอลีฟจะเป็นอาหารแล้ว,นอกจากผล{โอลิฟว์=>โอลีฟ:::Spelling}จะเป็นอาหารแล้ว,"['นอกจาก', 'ผล', 'โอ', 'ลิฟว์', 'จะ', 'เป็น', 'อาหาร', 'แล้ว']",8,0
8,8,เวลาผู้ใหญ่ให้ของเด็กๆ เด็กต้องรับสองมือด้วย,เวลาผู้ใหญ่ให้ของเด็ก ๆ เด็กต้องรับด้วยสองมือ,เวลาผู้ใหญ่ให้ของเด็ก{=> :::Punctuation}ๆ เด็กต้องรับ{สองมือด้วย=>ด้วยสองมือ:::Fluency},"['เวลา', 'ผู้ใหญ่', 'ให้', 'ของ', 'เด็ก', 'ๆ', ' ', 'เด็ก', 'ต้อง', 'รับ', 'สอง', 'มือ', 'ด้วย']",13,0
175,11,ข:ไม่เยอะ,ข : ไม่เยอะ,ข{=> :::Punctuation}:{=> :::Punctuation}ไม่เยอะ,"['ข', ':', 'ไม่', 'เยอะ']",4,0
96,2,ฉันยกเลิกแผนที่ไปเที่ยวภูเก็ตเพราะวันนั้นอาจฝนตก,ฉันยกเลิกแผนไปเที่ยวภูเก็ตเพราะวันนั้นอาจฝนตก,ฉันยกเลิก{แผนที่=>แผน:::correction_tag}ไปเที่ยวภูเก็ตเพราะวันนั้นอาจฝนตก,"['ฉัน', 'ยกเลิก', 'แผนที่', 'ไปเที่ยว', 'ภูเก็ต', 'เพราะ', 'วันนั้น', 'อาจ', 'ฝนตก']",9,0
19,14,มนุษย์เกลียดแมลงชนิดนี้ เพราะฉะนั้นจึงประดิษฐ์อุปกรณ์กำจัดยุงหลายอย่าง อาทิเช่น ยาจุดกันยุง ยากันยุงไฟฟ้า,มนุษย์เกลียดแมลงชนิดนี้ จึงประดิษฐ์อุปกรณ์กำจัดยุงหลายอย่าง เช่น ยาจุดกันยุง ยากันยุงไฟฟ้า,มนุษย์เกลียดแมลงชนิดนี้ {เพราะฉะนั้น=>:::Fluency}จึงประดิษฐ์อุปกรณ์กำจัดยุงหลายอย่าง {อาทิเช่น=>เช่น:::Grammar} ยาจุดกันยุง ยากันยุงไฟฟ้า,"['มนุษย์', 'เกลียด', 'แมลง', 'ชนิด', 'นี้', ' ', 'เพราะฉะนั้น', 'จึง', 'ประดิษฐ์', 'อุปกรณ์', 'กำจัด', 'ยุง', 'หลายอย่าง', ' ', 'อาทิเช่น', ' ', 'ยา', 'จุด', 'กัน', 'ยุง', ' ', 'ยากันยุง', 'ไฟฟ้า']",23,0
181,0,เสื้อที่คุณใส่สวยมาก,เสื้อที่คุณใส่สวยมาก,เสื้อที่คุณใส่สวยมาก,"['เสื้อ', 'ที่', 'คุณ', 'ใส่', 'สวย', 'มาก']",6,1
198,9,ปกติตาก็เสื่อม,ปกติตาก็เสื่อม,ปกติตาก็เสื่อม,"['ปกติ', 'ตา', 'ก็', 'เสื่อม']",4,1
223,5,เนื่องจาก เป็นวันเฉลิมฉลองการเกิดของพระเยซูคริสต์ ตั้งแต่ประมาณ 1700 ปีที่แล้ว,เนื่องจากเป็นวันเฉลิมฉลองการประสูติของพระเยซูคริสต์ตั้งแต่ประมาณ 1700 ปีที่แล้ว,เนื่องจาก{ =>:::Punctuation}เป็นวันเฉลิมฉลอง{การเกิด=>การประสูติ:::Fluency}ของพระเยซูคริสต์{ =>:::Punctuation}ตั้งแต่ประมาณ 1700 ปีที่แล้ว,"['เนื่องจาก', ' ', 'เป็น', 'วัน', 'เฉลิมฉลอง', 'การ', 'เกิด', 'ของ', 'พระเยซู', 'คริสต์', ' ', 'ตั้งแต่', 'ประมาณ', ' ', '1700', ' ', 'ปี', 'ที่แล้ว']",18,0
129,0,บริษัทนี้เปิดเผยผลงาน,บริษัทนี้แสดงผลงาน,บริษัทนี้{เปิดเผย=>แสดง:::correction_tag}ผลงาน,"['บริษัท', 'นี้', 'เปิดเผย', 'ผลงาน']",4,0
363,8,โรคความจำเสื่อม จะเกิดขึ้นอย่างไร,โรคความจำเสื่อมเกิดขึ้นได้อย่างไร,โรคความจำเสื่อม{ =>:::Punctuation}{จะ=>:::Grammar}เกิดขึ้น{=>ได้:::Fluency}อย่างไร,"['โรค', 'ความจำเสื่อม', ' ', 'จะ', 'เกิดขึ้น', 'อย่างไร']",6,0
337,6,คนนั้นสวยเหรอ,คนนั้นสวยเหรอ,คนนั้นสวยเหรอ,"['คน', 'นั้น', 'สวย', 'เหรอ']",4,1
283,5,อาหารไทยเผ็ดเป็นพิเศษ,ผมคิดว่าอาหารไทยเผ็ดเป็นพิเศษ,{ผน=>ผม:::Spelling}คิด{ว้า=>ว่า:::Spelling}{ =>:::Punctuation}อาหารไทยเผ็ดเป็นพิเศษ,"['อาหาร', 'ไทย', 'เผ็ด', 'เป็นพิเศษ']",4,0
15,6,เมื่อเปรียบเทียบกับจุฬาลงกรณ์มหาวิทยาลัยแล้ว รายละเอียดของเนื้อหาลึกกว่ามหาวิทยาลัยพายัพมาก,เมื่อเปรียบเทียบกับจุฬาลงกรณ์มหาวิทยาลัยแล้ว รายละเอียดของเนื้อหาที่นี่ลึกกว่ามหาวิทยาลัยพายัพมาก,เมื่อเปรียบเทียบกับจุฬาลงกรณ์มหาวิทยาลัยแล้ว รายละเอียดของเนื้อหา{=>ที่นี่:::Fluency}ลึกกว่ามหาวิทยาลัยพายัพมาก,"['เมื่อ', 'เปรียบเทียบ', 'กับ', 'จุฬาลงกรณ์', 'มหาวิทยาลัย', 'แล้ว', ' ', 'รายละเอียด', 'ของ', 'เนื้อหา', 'ลึก', 'กว่า', 'มหาวิทยาลัย', 'พายัพ', 'มาก']",15,0
5,39,ขอให้คุณสุขภาพดี,ขอให้คุณสุขภาพแข็งแรง,ขอให้คุณสุขภาพ{ดี=>แข็งแรง:::Fluency},"['ขอให้', 'คุณ', 'สุขภาพ', 'ดี']",4,0
68,13,ดิฉันรู้สึกประทับใจ,ดิฉันรู้สึกประทับใจ,ดิฉันรู้สึกประทับใจ,"['ดิฉัน', 'รู้สึก', 'ประทับใจ']",3,1
225,2,เมื่อเคี้ยวและกลืนจะรู้สึกว่าหวานและ สดชื่น รูปร่างของผลสาลี่ กลม ปกติขนาดของผลสาลี่ ใหญ่ กว่าแอปเปิ้ล,เมื่อเคี้ยวและกลืนจะรู้สึกว่าหวานและสดชื่น รูปร่างของผลสาลี่มีลักษณะกลม ปกติขนาดของผลสาลี่จะใหญ่กว่าแอปเปิล,เมื่อเคี้ยวและกลืนจะรู้สึกว่าหวานและ{ =>:::Punctuation}สดชื่น รูปร่างของผลสาลี่{=>มีลักษณะ:::Fluency}{ =>:::Punctuation}กลม ปกติขนาดของผลสาลี่{=>จะ:::Fluency}{ =>:::Punctuation}ใหญ่{ =>:::Punctuation}กว่า{แอปเปิ้ล=>แอปเปิล:::Spelling},"['เมื่อ', 'เคี้ยว', 'และ', 'กลืน', 'จะ', 'รู้สึก', 'ว่า', 'หวาน', 'และ', ' ', 'สดชื่น', ' ', 'รูปร่าง', 'ของ', 'ผล', 'สาลี่', ' ', 'กลม', ' ', 'ปกติ', 'ขนาด', 'ของ', 'ผล', 'สาลี่', ' ', 'ใหญ่', ' ', 'กว่า', 'แอปเปิ้ล']",29,0
