writing_id,sentence_id,text,expected,annotation
49,4,ผมก็รู้สึกว่ากลิ่นแปลกแต่รสดี,ผมก็รู้สึกว่ากลิ่นแปลก แต่รสชาติดี,ผมก็รู้สึกว่ากลิ่นแปลก{=> :::Punctuation}แต่{รส=>รสชาติ:::Fluency}ดี
49,5,ทุเรียนมีสารอาหารเยอะ เช่น แร่ธาตุมีมาก ก็เลยบำรุงร่างกาย,ทุเรียนมีสารอาหารเยอะ เช่น มีแร่ธาตุมากก็เลยช่วยบำรุงร่างกาย,ทุเรียนมีสารอาหารเยอะ เช่น {=>มี:::Fluency}แร่ธาตุ{มี=>:::Fluency}มาก{ =>:::Punctuation}ก็เลยบำรุงร่างกาย
49,6,นอกจากนี้ยังมีวิตามินบี 1.2 อีกด้วย โดยเฉพาะวิตามินบี 1 มีมากที่สุดในผลไม้,นอกจากนี้ยังมีวิตามินบี 1 บี 2 อีกด้วย โดยเฉพาะวิตามินบี 1 มีมากที่สุดในผลไม้,นอกจากนี้ยังมีวิตามินบี 1{.=> :::Punctuation}{=>บี:::Fluency}{=> :::Punctuation}2 อีกด้วย โดยเฉพาะวิตามินบี 1 มีมากที่สุดในผลไม้
49,7,ทุเรียนก็ แก้ความดันโลหิตสูง แต่ทุเรียนมีแคลอรี่มากก็เลยทายเกินไปไม่ค่อยดี,ทุเรียนยังช่วยแก้ความดันโลหิตสูงได้ แต่ทุเรียนมีแคลอรี่สูงก็เลยรับประทานมากเกินไปไม่ค่อยดี,ทุเรียน{ก็=>ยังช่วย:::Fluency}{ =>:::Punctuation}แก้ความดันโลหิตสูง{=>ได้:::Fluency} แต่ทุเรียนมีแคลอรี่{มาก=>สูง:::Fluency}ก็เลย{ทาย=>รับประทาน:::Spelling}{เกินไป=>มากเกินไป:::Fluency}ไม่ค่อยดี
49,8,ห้ามทานทุเรียนกับแอลกอฮอล์ เป็นการหมัก แล้วค่อยแก๊สเกิดขึ้น ก็เลยร่างกายอันตราย,ห้ามรับประทานทุเรียนกับแอลกอฮอล์ เพราะจะเป็นการหมักแล้วเกิดแก๊สขึ้น ก็เลยอันตรายต่อร่างกาย,ห้าม{ทาน=>รับประทาน:::Fluency}ทุเรียนกับแอลกอฮอล์ {=>เพราะจะ:::Fluency}เป็นการหมัก{ =>:::Punctuation}แล้ว{ค่อย=>:::Fluency}{แก๊สเกิดขึ้น=>เกิดแก๊สขึ้น:::Grammar} ก็เลย{ร่างกายอันตราย=>อันตรายต่อร่างกาย:::Grammar}
49,9,"ทุเริ ในประเทศมาเลเซีย หมายความว่า หนาม""","ทุเรียนในประเทศมาเลเซีย หมายความว่า ""หนาม""","{""=>:::Punctuation}{ทุเริ=>ทุเรียน:::Spelling}{ =>:::Punctuation}ในประเทศมาเลเซีย หมายความว่า ""หนาม"""
49,10,ถ้านอนใกล้ๆต้นไม้ทุเรียนอันตราย,ถ้านอนใกล้ ๆ ต้นทุเรียนจะอันตราย,ถ้านอนใกล้{=> :::Punctuation}ๆ{=> :::Punctuation}{ต้นไม้ทุเรียน=>ต้นทุเรียน:::Fluency}{=>จะ:::Fluency}อันตราย
50,0,ในโลกมีเทศกาลต่างๆ,ในโลกมีเทศกาลต่าง ๆ,ในโลกมีเทศกาลต่าง{=> :::Punctuation}ๆ
50,1,บางที่เทศกาลแปลกและบางที่สนุก ๆ เพราะหลายประเทศมีประเพณีแตกต่างกัน,บางที่มีเทศกาลที่แปลกและบางที่ก็สนุก เพราะหลายประเทศมีประเพณีแตกต่างกัน,บางที่{=>มี:::Fluency}เทศกาล{=>ที่:::Grammar}แปลกและบางที่{สนุก ๆ=>ก็สนุก:::Fluency} เพราะหลายประเทศมีประเพณีแตกต่างกัน
50,2,ต่อไปฉันจะแนะนำเทศกาลที่ฉันคิดว่าสนุกสนาน อย่างเช่น เทศกาลเกี่ยวกับผลไพ้คือประเทศลเปน มีเทศกาลมะเขือเทศที่กำหนดให้สุดท้ายวันพุธ เดือนสิงหาคมของทุกปี,ต่อไปฉันจะแนะนำเทศกาลที่ฉันคิดว่าสนุกสนาน อย่างเช่น เทศกาลเกี่ยวกับผลไม้ คือ ประเทศสเปนที่มีเทศกาลมะเขือเทศที่กำหนดให้ตรงกับวันพุธสุดท้ายของเดือนสิงหาคมของทุกปี,ต่อไปฉันจะแนะนำเทศกาลที่ฉันคิดว่าสนุกสนาน อย่างเช่น เทศกาลเกี่ยวกับ{ผลไพ้=>ผลไม้:::Spelling}{=> :::Punctuation}คือ{=> :::Punctuation}ประเทศ{ลเปน=>สเปน:::Spelling}{=>ที่:::Grammar}มีเทศกาลมะเขือเทศที่กำหนดให้{=>ตรงกับ:::Fluency}{สุดท้ายวันพุธ=>วันพุธสุดท้าย:::Grammar}{=>ของ:::Fluency}{ =>:::Punctuation}เดือนสิงหาคมของทุกปี
50,3,จนถึงปัจจุบันนี้ประมาณ 70 กว่าปีแล้ว,จนถึงปัจจุบันนี้ก็ประมาณ 70 กว่าปีแล้ว,จนถึงปัจจุบันนี้{=>ก็:::Fluency}ประมาณ 70 กว่าปีแล้ว
50,4,โยนมะเขือเทศก่อนต้องคั้นมะเขือเทศหามโยนลูกไม่อย่างนั้นจะถูกค่าปรับ,ก่อนโยนมะเขือเทศต้องคั้นมะเขือเทศก่อน ห้ามโยนเป็นลูก ไม่อย่างนั้นจะถูกปรับ,{โยนมะเขือเทศก่อน=>ก่อนโยนมะเขือเทศ:::Grammar}ต้องคั้นมะเขือเทศ{=>ก่อน:::Fluency}{=> :::Punctuation}{หาม=>ห้าม:::Spelling}โยนลูก{=> :::Punctuation}ไม่อย่างนั้นจะ{ถูกค่าปรับ=>ถูกปรับ:::Fluency}
50,5,ทุกปีจะใช้มะเขือเทศประมาณ 150 ตัน,ทุกปีจะใช้มะเขือเทศประมาณ 150 ตัน,ทุกปีจะใช้มะเขือเทศประมาณ 150 ตัน
50,6,ส่วนประเทศอิตาลีก็มีเทศกาลส้ม แต่สำรับมะเขือเทศ คิดว่าใช้ส้มอันตรายและเจ็บมากกว่า,ส่วนประเทศอิตาลีก็มีเทศกาลส้ม แต่เทียบกับมะเขือเทศแล้ว คิดว่าใช้ส้มอันตรายและเจ็บมากกว่า,ส่วนประเทศอิตาลีก็มีเทศกาลส้ม แต่{สำรับ=>เทียบกับ:::Fluency}มะเขือเทศ{=>แล้ว:::Fluency} คิดว่าใช้ส้มอันตรายและเจ็บมากกว่า
50,7,เทศกาลส้มทุกปีใช้ 500 ตัน,เทศกาลส้มทุกปีจะใช้ 500 ตัน,เทศกาลส้มทุกปี{=>จะ:::Fluency}ใช้ 500 ตัน
50,8,ดังนั้นมีเทศกาลพิเศษในโลกใกล้ๆประเทศไทย เรียกว่า เทศกาลนีเยปิ อยู่ที่เกาะบาหลี,นอกจากนั้นก็มีเทศกาลพิเศษในโลกที่ใกล้ ๆ กับประเทศไทย เรียกว่า เทศกาลนีเยปิ อยู่ที่เกาะบาหลี,{ดังนั้น=>นอกจากนั้นก็:::Fluency}มีเทศกาลพิเศษในโลก{=>ที่:::Fluency}ใกล้{=> :::Punctuation}ๆ{=> :::Punctuation}{=>กับ:::Fluency}ประเทศไทย เรียกว่า เทศกาลนีเยปิ อยู่ที่เกาะบาหลี
50,9,มีหลายศล เช่น งดเว้นออกจากบ้าม งดใช้ไฟ งดกินอาหาร งดคุยกันกับคนอื่น,มีหลายสิ่ง เช่น งดเว้นออกจากบ้าน งดใช้ไฟ งดกินอาหาร งดคุยกับคนอื่น,มีหลาย{ศล=>สิ่ง:::Spelling} เช่น งดเว้นออกจาก{บ้าม=>บ้าน:::Spelling} งดใช้ไฟ งดกินอาหาร งดคุย{กัน=>:::Fluency}กับคนอื่น
50,10,ดังนั้นห้องและร้านอาหารต้องปิด สนามบินก็เหมือนกัน,ดังนั้น ห้องและร้านอาหารต้องปิด สนามบินก็เหมือนกัน,ดังนั้น{=> :::Punctuation}ห้องและร้านอาหารต้องปิด สนามบินก็เหมือนกัน
50,11,ภ้านักท่องเที่ยวต้องระวังเวลามา,นักท่องเที่ยวจึงต้องระวังเวลามา,{ถ้า=>:::Grammar}นักท่องเที่ยว{=>จึง:::Fluency}ต้องระวังเวลามา
51,0,สุนทรพจน์เรื่องความยั่งยืนของโลกเริ่มจากมือเรา,สุนทรพจน์เรื่อง ความยั่งยืนของโลกเริ่มจากมือเรา,สุนทรพจน์เรื่อง{=> :::Punctuation}ความยั่งยืนของโลกเริ่มจากมือเรา
51,1,สวัสดีค่ะ อาจารย์และเพื่อนๆทุกคน,สวัสดีค่ะ อาจารย์และเพื่อน ๆ ทุกคน,สวัสดีค่ะ อาจารย์และเพื่อน{=> :::Punctuation}ๆ{=> :::Punctuation}ทุกคน
51,2,ข้าพเจ้าสเตฟานี่วันนี่จะมากล่าวสุนทรพจน์เรื่องความยั่งยืนของโลกเริ่มจากมือเรา,ข้าพเจ้าสเตฟานี่ วันนี้จะมากล่าวสุนทรพจน์เรื่อง ความยั่งยืนของโลกเริ่มจากมือเรา,ข้าพเจ้าสเตฟานี่{=> :::Punctuation}{วันนี่=>วันนี้:::Spelling}จะมากล่าวสุนทรพจน์เรื่อง{=> :::Punctuation}ความยั่งยืนของโลกเริ่มจากมือเรา
51,3,ในยุคปัจจุบัน ความสะดวกสะบายต้องมาก่อนเป็นอย่างแรก,ในยุคปัจจุบัน ความสะดวกสบายต้องมาก่อนเป็นอย่างแรก,ในยุคปัจจุบัน {ความสะดวกสะบาย=>ความสะดวกสบาย:::Spelling}ต้องมาก่อนเป็นอย่างแรก
51,4,พวกเราจึงได้ออกแบบและสร้างอุปกรณ์ที่ทำจากพลาสติกซึ่งง่ายต่อการซื้อหาและง่ายต่อการโยนทิ้ง,พวกเราจึงได้ออกแบบและสร้างอุปกรณ์ที่ทำจากพลาสติก ซึ่งง่ายต่อการซื้อหาและง่ายต่อการโยนทิ้ง,พวกเราจึงได้ออกแบบและสร้างอุปกรณ์ที่ทำจากพลาสติก{=> :::Punctuation}ซึ่งง่ายต่อการซื้อหาและง่ายต่อการโยนทิ้ง
51,5,พลาสติกที่เราโบนทิ้งไปนั้นไม่ได้ไปไหนไกล,พลาสติกที่เราโยนทิ้งไปนั้นไม่ได้ไปไหนไกล,พลาสติกที่เรา{โบน=>โยน:::Spelling}ทิ้งไปนั้นไม่ได้ไปไหนไกล
51,6,ขยะพลาสติกส่วนใหญ่พบได้ในมหาสมุทร,ขยะพลาสติกส่วนใหญ่พบได้ในมหาสมุทร,ขยะพลาสติกส่วนใหญ่พบได้ในมหาสมุทร
51,7,หลังจากขยะเหล่านี้ได้แตกตัวเป็นชิ้นเล็กๆ ก็สร้างความเข้าใจผิดให้กับสัตว์ทะเลว่าเป็นอาหารของพวกมัน,หลังจากขยะเหล่านี้ได้แตกตัวเป็นชิ้นเล็ก ๆ ก็สร้างความเข้าใจผิดให้กับสัตว์ทะเลว่าเป็นอาหารของพวกมัน,หลังจากขยะเหล่านี้ได้แตกตัวเป็นชิ้นเล็ก{=> :::Punctuation}ๆ ก็สร้างความเข้าใจผิดให้กับสัตว์ทะเลว่าเป็นอาหารของพวกมัน
51,8,ตอนนี้เราเห็นจากภาพและวิดีโอที่เป็นพยานต่อผลกระทบอันรุนแรงของมลภาวะพลาสติก,ตอนนี้ เราเห็นจากภาพและวิดีโอที่เป็นพยานต่อผลกระทบอันรุนแรงของมลภาวะพลาสติก,ตอนนี้{=> :::Punctuation}เราเห็นจากภาพและวิดีโอที่เป็นพยานต่อผลกระทบอันรุนแรงของมลภาวะพลาสติก
51,9,แม้รัฐบาลของแต่ละประเทศจะออกนโยบายรีไซเคิลเยอะขนาดไหน มันยังเป็นวิธีแก้ปัญหาปลายทาง ไม่ได้แก้ที่ต้นทาง,แม้รัฐบาลของแต่ละประเทศจะออกนโยบายรีไซเคิลเยอะขนาดไหน มันก็ยังเป็นวิธีแก้ปัญหาที่ปลายทาง ไม่ได้แก้ที่ต้นทาง,แม้รัฐบาลของแต่ละประเทศจะออกนโยบายรีไซเคิลเยอะขนาดไหน มัน{=>ก็:::Fluency}ยังเป็นวิธีแก้ปัญหา{=>ที่:::Grammar}ปลายทาง ไม่ได้แก้ที่ต้นทาง
51,10,เหตุปัจจัยที่ทำให้มีขยะพลาสติกล้นโลกคือวิธีการที่เราใช้งานแบบระยะสั้น,เหตุปัจจัยที่ทำให้มีขยะพลาสติกล้นโลกคือการที่เราใช้งานแบบระยะสั้น,เหตุปัจจัยที่ทำให้มีขยะพลาสติกล้นโลกคือ{วิธีการ=>การ:::Fluency}ที่เราใช้งานแบบระยะสั้น
51,11,พวกเรายอมลดการใช้งานของผลิตภัณฑ์พลาสติกและยอมเอาขวดน้ำออกจากบ้าน จะเป็นวิธีการที่มีประสิทธิภาพของการรีไซเคิลในต้นทาง,หากพวกเรายอมลดการใช้งานผลิตภัณฑ์พลาสติกและยอมเอาขวดน้ำออกจากบ้าน จะเป็นวิธีการที่มีประสิทธิภาพของการรีไซเคิลในต้นทาง,{=>หาก:::Grammar}พวกเรายอมลดการใช้งาน{ของ=>:::Fluency}ผลิตภัณฑ์พลาสติกและยอมเอาขวดน้ำออกจากบ้าน จะเป็นวิธีการที่มีประสิทธิภาพของการรีไซเคิลในต้นทาง
51,12,"ปกติการย่อยสลายของพลาสติกจะใช้เวลา 100 ถึง 1,000 ปี สแดงว่าเรื่องที่เกี่ยวกับชีวิตเราและลูกหลานด้วย","ปกติการย่อยสลายลาสติกจะใช้เวลา 100 ถึง 1,000 ปี แสดงว่าเป็นเรื่องที่เกี่ยวกับชีวิตของเราและลูกหลานด้วย","ปกติการย่อยสลายของพลาสติกจะใช้เวลา 100 ถึง 1,000 ปี {สแดง=>แสดง:::Spelling}ว่า{=>เป็น:::Grammar}เรื่องที่เกี่ยวกับชีวิต{=>ของ:::Fluency}เราและลูกหลานด้วย"
51,13,ถ้ายอมเริ่มทำตั้งแต่วันนี้ ไม่สายเกินไป เพราะความยั่งยืนของโลกจะอยู๋ในมือเรา,ถ้ายอมเริ่มทำตั้งแต่วันนี้ ก็ยังไม่สายเกินไป เพราะความยั่งยืนของโลกอยู่ในมือเรา,ถ้ายอมเริ่มทำตั้งแต่วันนี้ {=>ก็ยัง:::Fluency}ไม่สายเกินไป เพราะความยั่งยืนของโลก{จะ=>:::Fluency}{อยู๋=>อยู่:::Spelling}ในมือเรา
52,0,ธงชาติประเทศจีน ไทย 8 - Mengkun Xiang,ธงชาติประเทศจีน ไทย 8 - Mengkun Xiang,ธงชาติประเทศจีน ไทย 8 - Mengkun Xiang
52,1,ธงชาติของสาธารณรัฐประชาชนจีน คือ ธงแดงห้าดาว,ธงชาติของสาธารณรัฐประชาชนจีน คือ ธงแดงห้าดาว,ธงชาติของสาธารณรัฐประชาชนจีน คือ ธงแดงห้าดาว
52,2,ธงนี้สี่เหลี่ยมผืนผ้าด้วยสัดส่วน 3:2 ซึ่งมีสีแดงเกลี้ยงทั้งอัน และมีห้าดาวสีเหลืองอยู่มุมบนซ้าย โดยดาวเล็กสี่ดวงอยู่รอบ ด้านขวาของดาวใหญ่หนึ่งดวง,ธงนี้เป็นรูปสี่เหลี่ยมผืนผ้าด้วยสัดส่วน 3 : 2 ซึ่งมีสีแดงเกลี้ยงทั้งอัน และมีดาวสีเหลืองห้าดวงอยู่มุมบนซ้าย โดยดาวเล็กสี่ดวงอยู่รอบ ๆ ด้านขวาของดาวใหญ่หนึ่งดวง,ธงนี้{=>เป็น:::Grammar}{=>รูป:::Fluency}สี่เหลี่ยมผืนผ้าด้วยสัดส่วน 3{=> :::Punctuation}:{=> :::Punctuation}2 ซึ่งมีสีแดงเกลี้ยงทั้งอัน และมี{ห้าดาวสีเหลือง=>ดาวสีเหลืองห้าดวง:::Grammar}อยู่มุมบนซ้าย โดยดาวเล็กสี่ดวงอยู่{รอบ=>รอบ ๆ:::Fluency} ด้านขวาของดาวใหญ่หนึ่งดวง
52,3,ธงแดงเป็นสัญลักษณ์การปฏิวัติ,ธงแดงเป็นสัญลักษณ์ของการปฏิวัติ,ธงแดงเป็นสัญลักษณ์{=>ของ:::Fluency}การปฏิวัติ
52,4,ดาวใหญ่แทนพรรคคอมมิวนิสต์จีน,ดาวใหญ่แทนพรรคคอมมิวนิสต์จีน,ดาวใหญ่แทนพรรคคอมมิวนิสต์จีน
52,5,ดาวเล็กสี่ดวงแทนชนชั้นกรรมกร ชนชั้นเกษตรกร ชนชั้นกลางสังคมเมือง และชนชั้นนายทุนแห่งชาติ,ดาวเล็กสี่ดวงแทนชนชั้นกรรมกร ชนชั้นเกษตรกร ชนชั้นกลางในสังคมเมือง และชนชั้นนายทุนแห่งชาติ,ดาวเล็กสี่ดวงแทนชนชั้นกรรมกร ชนชั้นเกษตรกร ชนชั้นกลาง{=>ใน:::Fluency}สังคมเมือง และชนชั้นนายทุนแห่งชาติ
52,6,ทางที่ดาวเล็กอยู่รอบดาวใหญ่หมายถึง สี่ชนชั้นเหล่านั้นมีความสามัคคีกันภายใต้การนำของพรรคคอมมิวนิสต์,ทางที่ดาวเล็กอยู่รอบดาวใหญ่ หมายถึง สี่ชนชั้นเหล่านั้นมีความสามัคคีกันภายใต้การนำของพรรคคอมมิวนิสต์,ทางที่ดาวเล็กอยู่รอบดาวใหญ่{=> :::Punctuation}หมายถึง สี่ชนชั้นเหล่านั้นมีความสามัคคีกันภายใต้การนำของพรรคคอมมิวนิสต์
52,7,หลังจากสงครามโลกครั้งที่สองและสงครามกลางเมืองจีน รัฐบาลประกาศว่าจะรวบรวมรูปแบบธงชาติจากทั่วประเทศจีนในระหว่างสองเดือน,หลังจากสงครามโลกครั้งที่สองและสงครามกลางเมืองจีน รัฐบาลประกาศว่าจะรวบรวมรูปแบบธงชาติจากทั่วประเทศจีนภายในสองเดือน,หลังจากสงครามโลกครั้งที่สองและสงครามกลางเมืองจีน รัฐบาลประกาศว่าจะรวบรวมรูปแบบธงชาติจากทั่วประเทศจีน{ในระหว่าง=>ภายใน:::Fluency}สองเดือน
52,8,มีรูปมากกว่า 3000 อันส่งให้รัฐบาลตัดสินเลือก,"มีรูปแบบมากกว่า 3,000 แบบส่งให้รัฐบาลตัดสินเลือก","มี{รูป=>รูปแบบ:::Fluency}มากกว่า 3{=>,:::Punctuation}000 {อัน=>รูป:::Fluency}ส่งให้รัฐบาลตัดสินเลือก"
52,9,วันที่ 27 กันยายน ค.ศ. 1949 ธงแดงห้าดาวถูกเลือก ตั้งเป็นธงชาติจีน,วันที่ 27 กันยายน ค.ศ. 1949 ธงแดงห้าดาวก็ได้รับเลือกและตั้งเป็นธงชาติจีน,วันที่ 27 กันยายน ค.ศ. 1949 ธงแดงห้าดาว{=>ก็:::Fluency}{ถูก=>ได้รับ:::Fluency}เลือก{=>และ:::Grammar}{ =>:::Punctuation}ตั้งเป็นธงชาติจีน{=> :::Punctuation}
52,10,นักออกแบบคือพลเมืองสามัญจากมณฑลเจ้อเจียง,นักออกแบบคือพลเมืองสามัญจากมณฑลเจ้อเจียง,นักออกแบบคือพลเมืองสามัญจากมณฑลเจ้อเจียง
52,10,ผู้ชายนี้เคยเป็นอาจารย์สอนประวัติศาสตร์และนักข่าว,ผู้ชายคนนี้เคยเป็นอาจารย์สอนประวัติศาสตร์และนักข่าว,ผู้ชายนี้เคยเป็นอาจารย์สอนประวัติศาสตร์และนักข่าว
52,11,"เขาได้รับรางวัล500หยวน (ราว 2,500 บาท )","เขาได้รับรางวัล 500 หยวน (ราว 2,500 บาท)","เขาได้รับรางวัล{=> :::Punctuation}500{=> :::Punctuation}หยวน (ราว 2,500 บาท{ =>:::Punctuation})"
52,12,ธงแดงห้าดาวใช้เป็นทางการครั้งแรกคือวันที่ 1 ตุลาคม ค.ศ. 1949 ซึ่งเป็นพิธีสถาปนาสาธารณรัฐประชาชนจีนที่จตุรัสเทียนอันเหมินในกรุงปักกิ่ง,ธงแดงห้าดาวได้ใช้อย่างเป็นทางการครั้งแรกคือวันที่ 1 ตุลาคม ค.ศ. 1949 ในพิธีสถาปนาสาธารณรัฐประชาชนจีนที่จตุรัสเทียนอันเหมินในกรุงปักกิ่ง,ธงแดงห้าดาว{=>ได้:::Fluency}ใช้{=>อย่าง:::Fluency}เป็นทางการครั้งแรกคือวันที่ 1 ตุลาคม ค.ศ. 1949 {ซึ่งเป็น=>ใน:::Fluency}พิธีสถาปนาสาธารณรัฐประชาชนจีนที่จตุรัสเทียนอันเหมินในกรุงปักกิ่ง
52,13,ในปี1990รัฐบาลเขียนกฎหมายธงชาติจีนที่บัญญัติการผลิตและวิธีใช้,ในปี 1990 รัฐบาลจึงได้เขียนกฎหมายธงชาติจีนที่บัญญัติการผลิตและวิธีใช้,ในปี{=> :::Punctuation}1990{=> :::Punctuation}รัฐบาล{=>จึงได้:::Fluency}เขียนกฎหมายธงชาติจีนที่บัญญัติการผลิตและวิธีใช้
52,14,จนถึงปัจจุบันทุกเช้าจัตุรัสเทียนอันเหมินมีพิธีชักธงชาติเมื่อพระอาทิตย์ขึ้น,จนถึงปัจจุบัน ทุกเช้าที่จัตุรัสเทียนอันเหมินจะมีพิธีชักธงชาติเมื่อพระอาทิตย์ขึ้น,จนถึงปัจจุบัน{=> :::Punctuation}ทุกเช้า{=>ที่:::Fluency}จัตุรัสเทียนอันเหมิน{=>จะ:::Fluency}มีพิธีชักธงชาติเมื่อพระอาทิตย์ขึ้น
53,0,สุมิกะ T8,สุมิกะ T8,สุมิกะ T8
53,1,เมื่อเปรียบเทียบสังคมไทยกับสังคมญี่ปุ่นแล้ว ในสังคมทั้งสองนี้มีจารีตที่ทั้งเหมือนกัน และ ต่างกัน,เมื่อเปรียบเทียบสังคมไทยกับสังคมญี่ปุ่นแล้ว ในสังคมทั้งสองนี้มีจารีตที่ทั้งเหมือนกันและต่างกัน,เมื่อเปรียบเทียบสังคมไทยกับสังคมญี่ปุ่นแล้ว ในสังคมทั้งสองนี้มีจารีตที่ทั้งเหมือนกัน{ =>:::Punctuation}และ{ =>:::Punctuation}ต่างกัน
53,2,การมีสัมมาคารวะในสังคมไทยผู้น้อยจะไหว้ผู้ใหญ่เพื่อแสดงถึงความเคารพสว่นในสังคมญี่ปุ่น ก็แสดงความเคารพเช่นกัน ซึ่งไม่ใช่การไหว้แต่เป็นการโค้งคำนับตอนทั่กทายกัน,การมีสัมมาคารวะในสังคมไทย ผู้น้อยจะไหว้ผู้ใหญ่เพื่อแสดงถึงความเคารพ ส่วนในสังคมญี่ปุ่นก็แสดงความเคารพเช่นกัน ซึ่งไม่ใช่การไหว้แต่เป็นการโค้งคำนับตอนทักทายกัน,การมีสัมมาคารวะในสังคมไทย{=> :::Punctuation}ผู้น้อยจะไหว้ผู้ใหญ่เพื่อแสดงถึงความเคารพ{=> :::Punctuation}{สว่น=>ส่วน:::Spelling}ในสังคมญี่ปุ่น{ =>:::Punctuation}ก็แสดงความเคารพเช่นกัน ซึ่งไม่ใช่การไหว้แต่เป็นการโค้งคำนับตอน{ทั่กทาย=>ทักทาย:::Spelling}กัน
53,3,ไม่ว่าจะในบริษัท หรือการใช้ชีวิตธรรมดาทัวไปก็จะโค้งคำนับแต่การทักทายเพื่อนหรือคนสนิทไม่จำเป็นต้องทำก็ได้ เพียงแค่ก้มหัวเล็กน้อยก็เพียงพอ,ไม่ว่าจะในบริษัทหรือการใช้ชีวิตธรรมดาทั่วไปก็จะโค้งคำนับ แต่การทักทายเพื่อนหรือคนสนิทไม่จำเป็นต้องทำก็ได้ เพียงแค่ก้มหัวเล็กน้อยก็เพียงพอแล้ว,ไม่ว่าจะในบริษัท{ =>:::Punctuation}หรือการใช้ชีวิตธรรมดา{ทัวไป=>ทั่วไป:::Spelling}ก็จะโค้งคำนับ{=> :::Punctuation}แต่การทักทายเพื่อนหรือคนสนิทไม่จำเป็นต้องทำก็ได้ เพียงแค่ก้มหัวเล็กน้อยก็เพียงพอ{=>แล้ว:::Fluency}
53,4,นอกจากนี้การใช้เท้าชี้สิ่งของเป็นการแสดงถึงการไม่มีสัมมาคารวะ ซึงเหมือนกับประเทศ ญี่ปุ่นและการเดินผ่านหน้าผู้ใหญ่ก็ต้องก้มตัวเช่นกัน,นอกจากนี้ การใช้เท้าชี้สิ่งของก็เป็นการแสดงถึงการไม่มีสัมมาคารวะ ซึ่งเหมือนกับประเทศญี่ปุ่น และการเดินผ่านหน้าผู้ใหญ่ก็ต้องก้มตัวด้วยเช่นกัน,นอกจากนี้{=> :::Punctuation}การใช้เท้าชี้สิ่งของ{=>ก็:::Fluency}เป็นการแสดงถึงการไม่มีสัมมาคารวะ {ซึง=>ซึ่ง:::Spelling}เหมือนกับประเทศ{ =>:::Punctuation}ญี่ปุ่น{=> :::Punctuation}และการเดินผ่านหน้าผู้ใหญ่ก็ต้องก้มตัว{=>ด้วย:::Fluency}เช่นกัน
53,5,จะเห็นได้ว่าคนมีสัมมาคารวะ ดังเช่นญาติ ผู้ใหญ่ ครูอาจารย์ เพื่อนบ้าน หรือใครที่มีอายุมากก่วาเราควรที่จะเคารพเสมอถึงแม้ว่าคน นั้นจะไม่ใช่คนใหญ่คนโตก็ตามเราก็ควรจะเคารพเสมอ,จะเห็นได้ว่าควรมีสัมมาคารวะ ดังเช่น ญาติ ผู้ใหญ่ ครูอาจารย์ เพื่อนบ้าน หรือใครที่มีอายุมากกว่า เราควรที่จะเคารพเสมอ ถึงแม้ว่าคนนั้นจะไม่ใช่คนใหญ่คนโตก็ตาม เราก็ควรจะเคารพเสมอ,จะเห็นได้ว่า{คน=>ควร:::Spelling}มีสัมมาคารวะ ดังเช่น{=> :::Punctuation}ญาติ ผู้ใหญ่ ครูอาจารย์ เพื่อนบ้าน หรือใครที่มีอายุ{มากก่วา=>มากกว่า:::Spelling}{=> :::Punctuation}เราควรที่จะเคารพเสมอ{=> :::Punctuation}ถึงแม้ว่าคน{ =>:::Punctuation}นั้นจะไม่ใช่คนใหญ่คนโตก็ตาม{=> :::Punctuation}เราก็ควรจะเคารพเสมอ
53,6,สังคมไทยจะอาศัยอยู่ด้วยกันเป็นครอบครัวใหญ่ ซึ่งในสมัยก่อนหากแต่งงานอยู่ด้วยกัน แล้วภรรยาจะต้องเชื่อฟังสามี ต้องทำงานบ้านทุกอย่างเช่นทำอาหาร ซักผ้า เลี้ยงลูก เป็นต้น,สังคมไทยจะอาศัยอยู่ด้วยกันเป็นครอบครัวใหญ่ ซึ่งในสมัยก่อน หากแต่งงานอยู่ด้วยกันแล้วภรรยาจะต้องเชื่อฟังสามี ต้องทำงานบ้านทุกอย่าง เช่น ทำอาหาร ซักผ้า เลี้ยงลูก,สังคมไทยจะอาศัยอยู่ด้วยกันเป็นครอบครัวใหญ่ ซึ่งในสมัยก่อน{=> :::Punctuation}หากแต่งงานอยู่ด้วยกัน{ =>:::Punctuation}แล้วภรรยาจะต้องเชื่อฟังสามี ต้องทำงานบ้านทุกอย่าง{=> :::Punctuation}เช่น{=> :::Punctuation}ทำอาหาร ซักผ้า เลี้ยงลูก {เป็นต้น=>:::Grammar}
